ID,cluster1,cluster2,cluster3,cluster4,waterbody,Lat,Long,Sample_Origin
BH-90071,0.941,0.016,0.022,0.02,P,,,BODDENHECHT
BH-90072,0.005,0.006,0.967,0.022,P,,,BODDENHECHT
BH-90109,0.148,0.823,0.018,0.011,P,,,BODDENHECHT
BH-90114,0.198,0.768,0.021,0.013,P,,,BODDENHECHT
BH-90114,0.198,0.768,0.021,0.013,P,,,BODDENHECHT
BH-90159,0.945,0.038,0.01,0.007,P,,,BODDENHECHT
BH-90174,0.055,0.698,0.189,0.058,P,,,BODDENHECHT
BH-90186,0.502,0.487,0.006,0.006,P,,,BODDENHECHT
BH-90189,0.054,0.918,0.012,0.016,P,,,BODDENHECHT
BH-90191,0.96,0.013,0.019,0.007,P,,,BODDENHECHT
BH-90191,0.96,0.013,0.019,0.007,P,,,BODDENHECHT
BH-90195,0.941,0.036,0.015,0.009,P,,,BODDENHECHT
BH-90195,0.941,0.036,0.015,0.009,P,,,BODDENHECHT
BH-90200,0.813,0.095,0.065,0.026,P,,,BODDENHECHT
BH-90204,0.083,0.903,0.007,0.008,P,,,BODDENHECHT
BH-90204,0.083,0.903,0.007,0.008,P,,,BODDENHECHT
BH-90204,0.083,0.903,0.007,0.008,P,,,BODDENHECHT
BH-90213,0.025,0.962,0.007,0.006,P,,,BODDENHECHT
BH-90225,0.048,0.935,0.008,0.009,P,,,BODDENHECHT
BH-90232,0.965,0.024,0.007,0.005,P,,,BODDENHECHT
BH-90237,0.902,0.084,0.008,0.006,P,,,BODDENHECHT
BH-90335,0.728,0.227,0.027,0.018,P,,,BODDENHECHT
BH-90338,0.177,0.806,0.009,0.008,P,,,BODDENHECHT
BH-90343,0.182,0.8,0.009,0.009,P,,,BODDENHECHT
BH-90346,0.579,0.401,0.011,0.009,P,,,BODDENHECHT
BH-90354,0.918,0.059,0.013,0.01,P,,,BODDENHECHT
BH-90355,0.016,0.974,0.005,0.005,P,,,BODDENHECHT
BH-90359,0.953,0.021,0.013,0.013,P,,,BODDENHECHT
BH-90365,0.371,0.582,0.021,0.026,P,,,BODDENHECHT
BH-90367,0.242,0.743,0.007,0.008,P,,,BODDENHECHT
BH-90367,0.242,0.743,0.007,0.008,P,,,BODDENHECHT
BH-90368,0.025,0.961,0.008,0.007,P,,,BODDENHECHT
BH-90369,0.125,0.729,0.072,0.075,P,,,BODDENHECHT
BH-90379,0.008,0.985,0.004,0.004,P,,,BODDENHECHT
BH-90380,0.019,0.963,0.01,0.008,P,,,BODDENHECHT
BH-90385,0.954,0.02,0.016,0.011,P,,,BODDENHECHT
BH-90387,0.041,0.927,0.018,0.014,P,,,BODDENHECHT
BH-90390,0.928,0.064,0.004,0.004,P,,,BODDENHECHT
BH-90391,0.972,0.02,0.004,0.004,P,,,BODDENHECHT
BH-90399,0.013,0.975,0.007,0.005,P,,,BODDENHECHT
BH-90416,0.274,0.71,0.009,0.008,P,,,BODDENHECHT
BH-90426,0.008,0.985,0.004,0.004,P,,,BODDENHECHT
BH-90432,0.073,0.895,0.017,0.015,P,,,BODDENHECHT
BH-90480,0.088,0.885,0.015,0.013,P,,,BODDENHECHT
BH-90492,0.023,0.968,0.005,0.004,P,,,BODDENHECHT
BH-90504,0.422,0.562,0.009,0.006,P,,,BODDENHECHT
BH-90515,0.013,0.977,0.005,0.005,P,,,BODDENHECHT
BH-90524,0.011,0.98,0.005,0.004,P,,,BODDENHECHT
BH-90525,0.145,0.837,0.008,0.01,P,,,BODDENHECHT
BH-90527,0.959,0.029,0.006,0.006,P,,,BODDENHECHT
BH-90527,0.959,0.029,0.006,0.006,P,54.0852,13.7944,BODDENHECHT
BH-90528,0.013,0.978,0.005,0.005,P,,,BODDENHECHT
BH-90528,0.013,0.978,0.005,0.005,O,53.8443,13.8563,BODDENHECHT
BH-90581,0.079,0.91,0.006,0.006,P,,,BODDENHECHT
BH-90587,0.362,0.626,0.006,0.007,P,,,BODDENHECHT
BH-90601,0.078,0.903,0.011,0.008,P,,,BODDENHECHT
BH-90601,0.078,0.903,0.011,0.008,P,53.9809,13.8993,BODDENHECHT
BH-90668,0.05,0.905,0.027,0.018,P,,,BODDENHECHT
BH-90728,0.013,0.977,0.005,0.005,P,,,BODDENHECHT
BH-00355,0.011,0.982,0.004,0.003,Peene,54.381989,13.267211,BODDENHECHT
BH-00424,0.153,0.803,0.023,0.021,Peene,53.892602,13.021617,BODDENHECHT
BH-00445,0.96,0.031,0.005,0.004,Peene,53.8928567,13.0276696,BODDENHECHT
BH-00561,0.349,0.641,0.006,0.005,Peene,,,BODDENHECHT
BH-90006,0.052,0.935,0.006,0.006,Peene,,,BODDENHECHT
BH-90006,0.052,0.935,0.006,0.006,Peene,53.872,12.9323,BODDENHECHT
BH-90008,0.367,0.62,0.006,0.007,Peene,,,BODDENHECHT
BH-90010,0.639,0.35,0.005,0.005,Peene,,,BODDENHECHT
BH-90013,0.011,0.983,0.003,0.003,Peene,,,BODDENHECHT
BH-90022,0.888,0.092,0.01,0.011,Peene,53.92109,13.36772,BODDENHECHT
BH-90023,0.028,0.963,0.004,0.004,Peene,,,BODDENHECHT
BH-90024,0.121,0.866,0.006,0.007,Peene,,,BODDENHECHT
BH-90026,0.061,0.926,0.007,0.007,Peene,,,BODDENHECHT
BH-90029,0.102,0.882,0.007,0.009,Peene,,,BODDENHECHT
BH-90029,0.102,0.882,0.007,0.009,Peene,,,BODDENHECHT
BH-90030,0.031,0.958,0.005,0.006,Peene,,,BODDENHECHT
BH-90031,0.718,0.273,0.004,0.005,Peene,,,BODDENHECHT
BH-90036,0.073,0.915,0.006,0.005,Peene,53.92109,13.36772,BODDENHECHT
BH-90036,0.073,0.915,0.006,0.005,P,53.9245,13.35035,BODDENHECHT
BH-90038,0.195,0.789,0.008,0.007,Peene,,,BODDENHECHT
BH-90039,0.618,0.373,0.004,0.005,Peene,53.92109,13.36772,BODDENHECHT
BH-90041,0.108,0.855,0.02,0.017,Peene,53.92109,13.36772,BODDENHECHT
BH-90042,0.012,0.978,0.006,0.005,Peene,53.86111,13.64957,BODDENHECHT
BH-90045,0.247,0.742,0.006,0.005,Peene,,,BODDENHECHT
BH-90047,0.062,0.917,0.012,0.01,Peene,53.92109,13.36772,BODDENHECHT
BH-90048,0.158,0.822,0.011,0.009,Peene,53.92109,13.36772,BODDENHECHT
BH-90054,0.049,0.942,0.005,0.004,Peene,53.86732,13.62226,BODDENHECHT
BH-90056,0.114,0.875,0.006,0.005,Peene,53.86732,13.62226,BODDENHECHT
BH-90057,0.245,0.743,0.006,0.006,Peene,53.92109,13.36772,BODDENHECHT
BH-90059,0.087,0.887,0.014,0.012,Peene,53.92109,13.36772,BODDENHECHT
BH-90060,0.076,0.908,0.008,0.008,Peene,53.86111,13.64957,BODDENHECHT
BH-90061,0.522,0.468,0.005,0.005,Peene,53.86732,13.62226,BODDENHECHT
BH-90062,0.063,0.908,0.016,0.013,Peene,53.92109,13.36772,BODDENHECHT
BH-90065,0.309,0.679,0.005,0.006,Peene,53.92109,13.36772,BODDENHECHT
BH-90067,0.802,0.182,0.008,0.008,Peene,53.86732,13.62226,BODDENHECHT
BH-90068,0.276,0.709,0.007,0.008,Peene,53.86732,13.62226,BODDENHECHT
BH-90069,0.44,0.528,0.017,0.014,Peene,53.92109,13.36772,BODDENHECHT
BH-90070,0.024,0.947,0.017,0.012,Peene,53.92109,13.36772,BODDENHECHT
BH-90087,0.034,0.945,0.008,0.012,Peene,53.86732,13.62226,BODDENHECHT
BH-90090,0.305,0.668,0.013,0.013,Peene,53.86732,13.62226,BODDENHECHT
BH-91540,0.017,0.97,0.007,0.006,Recknitz,54.24626,12.47407,BODDENHECHT
BH-91548,0.025,0.963,0.007,0.005,Recknitz,54.24626,12.47407,BODDENHECHT
BH-91548,0.025,0.963,0.007,0.005,Recknitz,54.25046,12.46974,BODDENHECHT
BH-91548,0.025,0.963,0.007,0.005,Recknitz,54.2429,12.4895,BODDENHECHT
BH-91548,0.023,0.965,0.007,0.005,Recknitz,54.24626,12.47407,BODDENHECHT
BH-91548,0.023,0.965,0.007,0.005,Recknitz,54.25046,12.46974,BODDENHECHT
BH-91548,0.023,0.965,0.007,0.005,Recknitz,54.2429,12.4895,BODDENHECHT
BH-91562,0.927,0.036,0.019,0.019,Recknitz,54.24626,12.47407,BODDENHECHT
BH-92992,0.037,0.945,0.01,0.008,Recknitz,54.24626,12.47407,BODDENHECHT
BH-92999,0.012,0.98,0.004,0.004,Recknitz,54.24626,12.47407,BODDENHECHT
BH-93000,0.423,0.548,0.015,0.014,Recknitz,54.24626,12.47407,BODDENHECHT
BH-93001,0.073,0.909,0.009,0.009,Recknitz,54.24626,12.47407,BODDENHECHT
BH-93004,0.017,0.957,0.014,0.012,Recknitz,54.24626,12.47407,BODDENHECHT
BH-93008,0.697,0.284,0.009,0.01,Recknitz,54.24626,12.47407,BODDENHECHT
BH-93010,0.024,0.959,0.009,0.008,Recknitz,54.24626,12.47407,BODDENHECHT
BH-93011,0.017,0.958,0.016,0.008,Recknitz,54.24626,12.47407,BODDENHECHT
BH-93012,0.113,0.874,0.007,0.006,Recknitz,54.24626,12.47407,BODDENHECHT
BH-93016,0.039,0.954,0.004,0.003,Recknitz,54.24626,12.47407,BODDENHECHT
BH-93017,0.716,0.239,0.026,0.019,Recknitz,54.24626,12.47407,BODDENHECHT
BH-93018,0.027,0.943,0.018,0.011,Recknitz,54.24626,12.47407,BODDENHECHT
BH-93019,0.048,0.933,0.012,0.007,Recknitz,54.24626,12.47407,BODDENHECHT
BH-93020,0.016,0.959,0.014,0.011,Recknitz,54.24626,12.47407,BODDENHECHT
BH-93022,0.022,0.967,0.005,0.005,Recknitz,54.24626,12.47407,BODDENHECHT
BH-93023,0.059,0.845,0.061,0.036,Recknitz,54.24626,12.47407,BODDENHECHT
BH-93024,0.027,0.949,0.014,0.01,Recknitz,54.24626,12.47407,BODDENHECHT
BH-93025,0.479,0.48,0.023,0.017,Recknitz,54.24626,12.47407,BODDENHECHT
BH-93026,0.021,0.96,0.011,0.008,Recknitz,54.24626,12.47407,BODDENHECHT
BH-93027,0.014,0.972,0.007,0.006,Recknitz,54.24626,12.47407,BODDENHECHT
BH-93028,0.026,0.96,0.009,0.005,Recknitz,54.24626,12.47407,BODDENHECHT
BH-93029,0.273,0.708,0.009,0.01,Recknitz,54.24626,12.47407,BODDENHECHT
BH-93030,0.042,0.93,0.017,0.012,Recknitz,54.24626,12.47407,BODDENHECHT
BH-93031,0.014,0.962,0.013,0.011,Recknitz,54.24626,12.47407,BODDENHECHT
BH-93032,0.092,0.856,0.028,0.024,Recknitz,54.24626,12.47407,BODDENHECHT
BH-93033,0.01,0.981,0.004,0.004,Recknitz,54.24626,12.47407,BODDENHECHT
BH-93035,0.01,0.982,0.004,0.004,Recknitz,54.24626,12.47407,BODDENHECHT
BH-93037,0.06,0.809,0.092,0.039,Recknitz,54.24626,12.47407,BODDENHECHT
BH-93038,0.024,0.962,0.007,0.007,Recknitz,54.24626,12.47407,BODDENHECHT
BH-93040,0.021,0.946,0.021,0.012,Recknitz,54.24626,12.47407,BODDENHECHT
BH-93042,0.029,0.891,0.058,0.022,Recknitz,54.24626,12.47407,BODDENHECHT
BH-93043,0.251,0.73,0.01,0.009,Recknitz,54.24626,12.47407,BODDENHECHT
BH-93057,0.964,0.026,0.005,0.004,Recknitz,54.25046,12.46974,BODDENHECHT
BH-93059,0.016,0.975,0.005,0.005,Recknitz,54.25046,12.46974,BODDENHECHT
BH-93061,0.184,0.799,0.009,0.008,Sehrowbach,54.38207,13.2674,BODDENHECHT
BH-93061,0.184,0.799,0.009,0.008,Sehrowbach,54.38204,13.26726,BODDENHECHT
BH-93072,0.026,0.966,0.004,0.004,Recknitz,54.25046,12.46974,BODDENHECHT
BH-93074,0.068,0.902,0.019,0.012,Recknitz,54.25046,12.46974,BODDENHECHT
BH-93083,0.942,0.026,0.015,0.017,Recknitz,54.25046,12.46974,BODDENHECHT
BH-93103,0.015,0.975,0.005,0.005,Recknitz,54.25046,12.46974,BODDENHECHT
BH-93113,0.02,0.959,0.011,0.01,Recknitz,54.25046,12.46974,BODDENHECHT
BH-93125,0.016,0.972,0.006,0.006,Recknitz,54.25046,12.46974,BODDENHECHT
BH-93125,0.016,0.972,0.006,0.006,SAB,54.2557,12.4316,BODDENHECHT
BH-93127,0.015,0.971,0.008,0.006,Recknitz,54.25046,12.46974,BODDENHECHT
BH-93129,0.044,0.887,0.042,0.028,Recknitz,54.25046,12.46974,BODDENHECHT
BH-01713,0.015,0.022,0.804,0.16,SB,,,BODDENHECHT
BH-01719,0.383,0.031,0.232,0.354,SB,,,BODDENHECHT
BH-01731,0.165,0.065,0.248,0.522,SB,,,BODDENHECHT
BH-01738,0.006,0.005,0.172,0.816,SB,,,BODDENHECHT
BH-01802,0.06,0.015,0.236,0.689,SB,,,BODDENHECHT
BH-01803,0.048,0.027,0.171,0.754,SB,,,BODDENHECHT
BH-01811,0.076,0.141,0.686,0.098,SB,,,BODDENHECHT
BH-01812,0.005,0.004,0.291,0.7,SB,,,BODDENHECHT
BH-01813,0.01,0.006,0.267,0.717,SB,,,BODDENHECHT
BH-01821,0.011,0.009,0.207,0.774,SB,,,BODDENHECHT
BH-01824,0.008,0.008,0.067,0.918,SB,,,BODDENHECHT
BH-01828,0.065,0.038,0.836,0.061,SB,,,BODDENHECHT
BH-01833,0.096,0.073,0.294,0.537,SB,,,BODDENHECHT
BH-01837,0.008,0.016,0.899,0.076,SB,,,BODDENHECHT
BH-01839,0.024,0.026,0.919,0.031,SB,,,BODDENHECHT
BH-01848,0.031,0.014,0.172,0.784,SB,,,BODDENHECHT
BH-01851,0.027,0.018,0.225,0.73,SB,,,BODDENHECHT
BH-01856,0.009,0.008,0.949,0.033,SB,,,BODDENHECHT
BH-01858,0.141,0.138,0.59,0.131,SB,,,BODDENHECHT
BH-01863,0.801,0.022,0.084,0.094,SB,,,BODDENHECHT
BH-01867,0.012,0.011,0.206,0.771,SB,,,BODDENHECHT
BH-01868,0.017,0.009,0.468,0.507,SB,,,BODDENHECHT
BH-01869,0.006,0.005,0.224,0.765,SB,,,BODDENHECHT
BH-01871,0.056,0.015,0.331,0.597,SB,,,BODDENHECHT
BH-01872,0.049,0.331,0.37,0.25,SB,,,BODDENHECHT
BH-01906,0.021,0.02,0.214,0.745,SB,,,BODDENHECHT
BH-90865,0.017,0.013,0.166,0.803,SB,,,BODDENHECHT
BH-90903,0.007,0.004,0.1,0.889,SB,,,BODDENHECHT
BH-90920,0.014,0.02,0.194,0.771,SB/KB,,,BODDENHECHT
BH-90944,0.025,0.015,0.874,0.086,SB,,,BODDENHECHT
BH-90948,0.007,0.01,0.8,0.183,SB/KB,,,BODDENHECHT
BH-90968,0.008,0.022,0.662,0.308,SB,,,BODDENHECHT
BH-90974,0.009,0.005,0.247,0.738,SB,,,BODDENHECHT
BH-91005,0.008,0.014,0.755,0.223,SB,,,BODDENHECHT
BH-91033,0.028,0.006,0.398,0.568,SB,,,BODDENHECHT
BH-91035,0.007,0.007,0.132,0.854,SB,,,BODDENHECHT
BH-91035,0.007,0.007,0.132,0.854,BAT,,,BODDENHECHT
BH-91036,0.041,0.081,0.651,0.227,SB,,,BODDENHECHT
BH-91036,0.041,0.081,0.651,0.227,KB,54.4182,13.1828,BODDENHECHT
BH-91043,0.011,0.005,0.458,0.526,SB,,,BODDENHECHT
BH-91066,0.028,0.016,0.921,0.034,SB,,,BODDENHECHT
BH-00654,0.045,0.047,0.799,0.109,S,,,BODDENHECHT
BH-00655,0.024,0.023,0.433,0.519,S,,,BODDENHECHT
BH-00656,0.718,0.012,0.104,0.166,S,,,BODDENHECHT
BH-00657,0.014,0.005,0.689,0.293,S,,,BODDENHECHT
BH-00658,0.047,0.039,0.861,0.053,S,,,BODDENHECHT
BH-00659,0.009,0.009,0.955,0.027,S,,,BODDENHECHT
BH-00660,0.007,0.005,0.281,0.707,S,,,BODDENHECHT
BH-00661,0.005,0.004,0.174,0.817,S,,,BODDENHECHT
BH-00663,0.049,0.02,0.879,0.052,S,,,BODDENHECHT
BH-00664,0.022,0.02,0.297,0.661,S,,,BODDENHECHT
BH-00665,0.017,0.016,0.196,0.771,S,,,BODDENHECHT
BH-00666,0.017,0.015,0.308,0.659,S,,,BODDENHECHT
BH-00668,0.038,0.012,0.266,0.684,S,,,BODDENHECHT
BH-00669,0.01,0.007,0.083,0.9,S,,,BODDENHECHT
BH-00675,0.494,0.064,0.188,0.254,S,,,BODDENHECHT
BH-00733,0.012,0.005,0.154,0.829,S,,,BODDENHECHT
BH-00735,0.007,0.006,0.126,0.861,S,,,BODDENHECHT
BH-00748,0.024,0.025,0.433,0.518,S,,,BODDENHECHT
BH-00749,0.007,0.005,0.104,0.884,S,,,BODDENHECHT
BH-90050,0.007,0.006,0.891,0.096,S,,,BODDENHECHT
BH-90064,0.007,0.009,0.934,0.05,S,,,BODDENHECHT
BH-90066,0.014,0.008,0.411,0.567,S,,,BODDENHECHT
BH-90066,0.014,0.008,0.411,0.567,KB,,,BODDENHECHT
BH-90073,0.02,0.011,0.186,0.783,S,,,BODDENHECHT
BH-90074,0.01,0.005,0.198,0.787,S,,,BODDENHECHT
BH-90078,0.019,0.007,0.567,0.407,S,,,BODDENHECHT
BH-90080,0.014,0.016,0.129,0.84,S,,,BODDENHECHT
BH-90081,0.017,0.014,0.163,0.807,S,,,BODDENHECHT
BH-90083,0.011,0.008,0.306,0.675,S,,,BODDENHECHT
BH-90083,0.011,0.008,0.306,0.675,KB,54.3787,13.1898,BODDENHECHT
BH-90085,0.007,0.005,0.137,0.851,S,,,BODDENHECHT
BH-90088,0.012,0.01,0.329,0.649,S,,,BODDENHECHT
BH-90089,0.004,0.003,0.126,0.867,S,,,BODDENHECHT
BH-90091,0.008,0.021,0.955,0.016,S,,,BODDENHECHT
BH-90091,0.008,0.021,0.955,0.016,SB,54.4359,13.1313,BODDENHECHT
BH-90092,0.012,0.041,0.888,0.059,S,,,BODDENHECHT
BH-90094,0.008,0.008,0.937,0.047,S,,,BODDENHECHT
BH-90096,0.048,0.013,0.554,0.386,S,,,BODDENHECHT
BH-90099,0.007,0.009,0.109,0.875,S,,,BODDENHECHT
BH-90103,0.026,0.021,0.045,0.908,S,,,BODDENHECHT
BH-90103,0.026,0.021,0.045,0.908,S,54.3185,13.1023,BODDENHECHT
BH-90104,0.005,0.004,0.237,0.754,S,,,BODDENHECHT
BH-90105,0.01,0.008,0.372,0.61,S,,,BODDENHECHT
BH-90105,0.01,0.008,0.372,0.61,S,54.30633,13.14232,BODDENHECHT
BH-90107,0.006,0.005,0.082,0.907,S,,,BODDENHECHT
BH-90110,0.097,0.048,0.347,0.508,S,,,BODDENHECHT
BH-90110,0.097,0.048,0.347,0.508,KB,54.3714,13.1262,BODDENHECHT
BH-90111,0.028,0.011,0.303,0.658,S,,,BODDENHECHT
BH-90112,0.017,0.018,0.87,0.095,S,,,BODDENHECHT
BH-90113,0.012,0.012,0.817,0.158,S,,,BODDENHECHT
BH-90116,0.06,0.04,0.167,0.733,S,,,BODDENHECHT
BH-90121,0.02,0.019,0.809,0.153,S,,,BODDENHECHT
BH-90123,0.072,0.042,0.278,0.608,S,,,BODDENHECHT
BH-90125,0.005,0.004,0.116,0.875,S,,,BODDENHECHT
BH-90126,0.038,0.044,0.847,0.071,S,,,BODDENHECHT
BH-90128,0.008,0.006,0.248,0.738,S,,,BODDENHECHT
BH-90129,0.015,0.013,0.79,0.181,S,,,BODDENHECHT
BH-90131,0.423,0.05,0.244,0.283,S,,,BODDENHECHT
BH-90135,0.005,0.003,0.215,0.776,S,,,BODDENHECHT
BH-90136,0.021,0.007,0.335,0.636,S,,,BODDENHECHT
BH-90138,0.106,0.025,0.342,0.527,S,,,BODDENHECHT
BH-90139,0.008,0.015,0.929,0.049,S,,,BODDENHECHT
BH-90140,0.004,0.002,0.148,0.846,S,,,BODDENHECHT
BH-90140,0.004,0.002,0.148,0.846,KB,,,BODDENHECHT
BH-90141,0.284,0.089,0.211,0.415,S,,,BODDENHECHT
BH-90142,0.007,0.005,0.1,0.887,S,,,BODDENHECHT
BH-90143,0.04,0.01,0.75,0.2,S,,,BODDENHECHT
BH-90144,0.016,0.014,0.118,0.853,S,,,BODDENHECHT
BH-90145,0.003,0.002,0.159,0.835,S,,,BODDENHECHT
BH-90146,0.049,0.024,0.342,0.585,S,,,BODDENHECHT
BH-90147,0.01,0.009,0.296,0.684,S,,,BODDENHECHT
BH-90147,0.01,0.009,0.296,0.684,KB,,,BODDENHECHT
BH-90148,0.031,0.018,0.673,0.278,S,,,BODDENHECHT
BH-90151,0.076,0.01,0.831,0.082,S,,,BODDENHECHT
BH-90152,0.006,0.004,0.933,0.057,S,,,BODDENHECHT
BH-90153,0.008,0.004,0.114,0.874,S,,,BODDENHECHT
BH-90154,0.007,0.005,0.298,0.69,S,,,BODDENHECHT
BH-90155,0.004,0.004,0.956,0.036,S,,,BODDENHECHT
BH-90155,0.004,0.004,0.956,0.036,KB,54.376,13.2079,BODDENHECHT
BH-90156,0.052,0.025,0.3,0.623,S,,,BODDENHECHT
BH-90157,0.021,0.015,0.213,0.752,S,,,BODDENHECHT
BH-90158,0.163,0.042,0.335,0.46,S,,,BODDENHECHT
BH-90160,0.007,0.004,0.211,0.778,S,,,BODDENHECHT
BH-90169,0.76,0.103,0.069,0.068,S,,,BODDENHECHT
BH-90175,0.04,0.036,0.356,0.568,S,,,BODDENHECHT
BH-90178,0.021,0.033,0.679,0.266,S,,,BODDENHECHT
BH-90179,0.025,0.015,0.433,0.527,S,,,BODDENHECHT
BH-90185,0.017,0.009,0.546,0.428,S,,,BODDENHECHT
BH-90196,0.01,0.007,0.264,0.719,S,,,BODDENHECHT
BH-90197,0.012,0.014,0.94,0.034,S,,,BODDENHECHT
BH-90210,0.015,0.013,0.948,0.025,S,,,BODDENHECHT
BH-90217,0.016,0.008,0.424,0.552,S,,,BODDENHECHT
BH-90218,0.016,0.009,0.24,0.736,S,,,BODDENHECHT
BH-90233,0.029,0.027,0.483,0.46,S,,,BODDENHECHT
BH-90243,0.007,0.006,0.042,0.946,S,,,BODDENHECHT
BH-90251,0.084,0.037,0.555,0.324,S,,,BODDENHECHT
BH-90260,0.006,0.003,0.237,0.754,S,,,BODDENHECHT
BH-90262,0.006,0.004,0.192,0.798,S,,,BODDENHECHT
BH-90271,0.041,0.027,0.761,0.171,S,,,BODDENHECHT
BH-90272,0.005,0.003,0.091,0.902,S,,,BODDENHECHT
BH-90279,0.758,0.216,0.016,0.01,S,,,BODDENHECHT
BH-90281,0.008,0.006,0.952,0.034,S,,,BODDENHECHT
BH-90297,0.025,0.012,0.074,0.89,S,,,BODDENHECHT
BH-90298,0.007,0.015,0.955,0.023,S,,,BODDENHECHT
BH-90546,0.929,0.056,0.008,0.007,Sehrowbach,,,BODDENHECHT
BH-90546,0.929,0.056,0.008,0.007,Sehrowbach,,,BODDENHECHT
BH-90546,0.929,0.056,0.008,0.007,Sehrowbach,54.38204,13.26726,BODDENHECHT
BH-90826,0.362,0.605,0.017,0.016,Sehrowbach,,,BODDENHECHT
BH-90902,0.888,0.035,0.029,0.048,Sehrowbach,,,BODDENHECHT
BH-90907,0.916,0.048,0.023,0.014,Sehrowbach,,,BODDENHECHT
BH-90911,0.181,0.624,0.103,0.092,Sehrowbach,,,BODDENHECHT
BH-90913,0.346,0.443,0.17,0.041,Sehrowbach,,,BODDENHECHT
BH-90913,0.346,0.443,0.17,0.041,Sehrowbach,,,BODDENHECHT
BH-90916,0.019,0.014,0.299,0.669,Sehrowbach,,,BODDENHECHT
BH-90917,0.919,0.066,0.009,0.007,Sehrowbach,,,BODDENHECHT
BH-90921,0.851,0.117,0.014,0.018,Sehrowbach,,,BODDENHECHT
BH-90922,0.947,0.036,0.009,0.008,Sehrowbach,,,BODDENHECHT
BH-90924,0.637,0.244,0.076,0.043,Sehrowbach,,,BODDENHECHT
BH-90925,0.612,0.167,0.076,0.145,Sehrowbach,,,BODDENHECHT
BH-90925,0.612,0.167,0.076,0.145,Sehrowbach,,,BODDENHECHT
BH-90926,0.951,0.037,0.006,0.006,Sehrowbach,,,BODDENHECHT
BH-90926,0.951,0.037,0.006,0.006,,,,BODDENHECHT
BH-90927,0.67,0.286,0.029,0.015,Sehrowbach,,,BODDENHECHT
BH-90928,0.766,0.206,0.015,0.014,Sehrowbach,,,BODDENHECHT
BH-90929,0.969,0.015,0.009,0.008,Sehrowbach,,,BODDENHECHT
BH-90929,0.969,0.015,0.009,0.008,Sehrowbach,,,BODDENHECHT
BH-90929,0.969,0.015,0.009,0.008,Sehrowbach,,,BODDENHECHT
BH-90933,0.009,0.005,0.182,0.805,Sehrowbach,,,BODDENHECHT
BH-90936,0.568,0.016,0.091,0.324,Sehrowbach,,,BODDENHECHT
BH-90939,0.173,0.81,0.01,0.007,Sehrowbach,,,BODDENHECHT
BH-90945,0.012,0.006,0.131,0.852,Sehrowbach,,,BODDENHECHT
BH-90946,0.122,0.009,0.658,0.212,Sehrowbach,,,BODDENHECHT
BH-90949,0.967,0.012,0.01,0.011,Sehrowbach,,,BODDENHECHT
BH-90953,0.782,0.11,0.043,0.066,Sehrowbach,,,BODDENHECHT
BH-90953,0.782,0.11,0.043,0.066,Sehrowbach,,,BODDENHECHT
BH-90953,0.782,0.11,0.043,0.066,Sehrowbach,,,BODDENHECHT
BH-90955,0.64,0.039,0.122,0.2,Sehrowbach,,,BODDENHECHT
BH-90956,0.492,0.262,0.077,0.17,Sehrowbach,,,BODDENHECHT
BH-90956,0.916,0.04,0.02,0.024,Sehrowbach,,,BODDENHECHT
BH-90957,0.816,0.17,0.009,0.005,Sehrowbach,,,BODDENHECHT
BH-90957,0.816,0.17,0.009,0.005,Sehrowbach,,,BODDENHECHT
BH-90959,0.936,0.045,0.008,0.011,Sehrowbach,,,BODDENHECHT
BH-90960,0.814,0.15,0.023,0.013,Sehrowbach,,,BODDENHECHT
BH-90966,0.943,0.038,0.01,0.009,Sehrowbach,,,BODDENHECHT
BH-90967,0.935,0.013,0.028,0.023,Sehrowbach,,,BODDENHECHT
BH-90970,0.813,0.177,0.005,0.005,Sehrowbach,,,BODDENHECHT
BH-90971,0.947,0.007,0.023,0.023,Sehrowbach,,,BODDENHECHT
BH-90972,0.321,0.289,0.23,0.16,Sehrowbach,,,BODDENHECHT
BH-90973,0.969,0.018,0.007,0.007,Sehrowbach,,,BODDENHECHT
BH-90975,0.142,0.014,0.231,0.614,Sehrowbach,,,BODDENHECHT
BH-90977,0.823,0.161,0.008,0.008,Sehrowbach,,,BODDENHECHT
BH-90978,0.856,0.064,0.033,0.046,Sehrowbach,,,BODDENHECHT
BH-90978,0.856,0.064,0.033,0.046,Sehrowbach,,,BODDENHECHT
BH-90979,0.956,0.027,0.008,0.009,Sehrowbach,,,BODDENHECHT
BH-90981,0.791,0.16,0.035,0.013,Sehrowbach,,,BODDENHECHT
BH-90983,0.965,0.009,0.013,0.014,Sehrowbach,,,BODDENHECHT
BH-90983,0.965,0.009,0.013,0.014,KB,54.399,13.2259,BODDENHECHT
BH-90985,0.948,0.032,0.01,0.01,Sehrowbach,,,BODDENHECHT
BH-90986,0.346,0.072,0.166,0.416,Sehrowbach,,,BODDENHECHT
BH-90989,0.442,0.055,0.18,0.323,Sehrowbach,,,BODDENHECHT
BH-90991,0.665,0.106,0.091,0.139,Sehrowbach,,,BODDENHECHT
BH-90995,0.968,0.02,0.006,0.006,Sehrowbach,,,BODDENHECHT
BH-90998,0.964,0.015,0.01,0.011,Sehrowbach,,,BODDENHECHT
BH-91002,0.961,0.028,0.006,0.006,Sehrowbach,,,BODDENHECHT
