fish_ID,waterbody,TL_mm,phenotype,sex,genotype,d18O,Sr,lifeyear,s_index
BH-92993,Tributary,680,Trans-habitat,f,1,-6.12060933604945,3.40666666666667,1,0.307879893036069
BH-92993,Tributary,680,Trans-habitat,f,1,-6.16267425690533,3.54444444444444,1,0.307879893036069
BH-92993,Tributary,680,Trans-habitat,f,1,-5.78912190444962,3.41,1,0.307879893036069
BH-92993,Tributary,680,Trans-habitat,f,1,-5.60886010548155,4.45777777777778,1,0.307879893036069
BH-92993,Tributary,680,Trans-habitat,f,1,-5.19166683136749,4.32666666666667,1,0.307879893036069
BH-92993,Tributary,680,Trans-habitat,f,1,-5.40525135258247,3.57333333333333,1,0.307879893036069
BH-92993,Tributary,680,Trans-habitat,f,1,-4.97013033692711,3.93333333333333,1,0.307879893036069
BH-92993,Tributary,680,Trans-habitat,f,1,-4.38596751663321,3.76222222222222,2,0.307879893036069
BH-92993,Tributary,680,Trans-habitat,f,1,-4.250400247509,3.39222222222222,2,0.307879893036069
BH-92993,Tributary,680,Trans-habitat,f,1,-4.26830101983986,2.96333333333333,2,0.307879893036069
BH-92993,Tributary,680,Trans-habitat,f,1,-4.53129004251395,2.88222222222222,2,0.307879893036069
BH-92993,Tributary,680,Trans-habitat,f,1,-5.09555514913015,2.86555555555556,2,0.307879893036069
BH-92993,Tributary,680,Trans-habitat,f,1,-4.78457337386553,3.82777777777778,2,0.307879893036069
BH-92993,Tributary,680,Trans-habitat,f,1,-5.19178171031196,4.22666666666667,2,0.307879893036069
BH-92993,Tributary,680,Trans-habitat,f,1,-5.93959109056644,3.28777777777778,3,0.307879893036069
BH-92993,Tributary,680,Trans-habitat,f,1,-6.11103872171252,3.24777777777778,3,0.307879893036069
BH-92993,Tributary,680,Trans-habitat,f,1,-5.91078913208375,3.97777777777778,3,0.307879893036069
BH-92993,Tributary,680,Trans-habitat,f,1,-5.54612523786765,4.11,3,0.307879893036069
BH-92993,Tributary,680,Trans-habitat,f,1,-4.73955463616288,3.97222222222222,3,0.307879893036069
BH-92993,Tributary,680,Trans-habitat,f,1,-3.91376847687772,4.08,3,0.307879893036069
BH-92993,Tributary,680,Trans-habitat,f,1,,4.22111111111111,3,0.307879893036069
BH-92993,Tributary,680,Trans-habitat,f,1,,4.14222222222222,3,0.307879893036069
BH-92993,Tributary,680,Trans-habitat,f,1,,3.55777777777778,3,0.307879893036069
BH-92993,Tributary,680,Trans-habitat,f,1,,3.22777777777778,3,0.307879893036069
BH-92993,Tributary,680,Trans-habitat,f,1,,3.18666666666667,3,0.307879893036069
BH-92993,Tributary,680,Trans-habitat,f,1,,4.06888888888889,3,0.307879893036069
BH-92996,Tributary,665,Anadromous,f,1,-10.3916978671182,1.80555555555556,1,0.534128570033651
BH-92996,Tributary,665,Anadromous,f,1,-10.1947120035813,2.82868945868946,1,0.534128570033651
BH-92996,Tributary,665,Anadromous,f,1,-10.6565911702807,4.15039886039886,1,0.534128570033651
BH-92996,Tributary,665,Anadromous,f,1,-9.89107169960764,4.24076923076923,1,0.534128570033651
BH-92996,Tributary,665,Anadromous,f,1,-9.05188714385527,3.51051282051282,1,0.534128570033651
BH-92996,Tributary,665,Anadromous,f,1,-8.79137350900786,4.25262108262108,1,0.534128570033651
